Id,Name,Address,City,State,ZIP,Phone,Type
513439323091,NORTHSIDE SURGICAL PROFESSIONAL SERVICES LLC,6135 BARFIELD RD,SANDY SPRINGS,GA,30328-4317,404-250-6671,
346946742800,PCP156801,475 WASHINGTON ST C,CLARKESVILLE,GA,30523-6028,,
719742173896,PCP165774,2406 MACY DR,ROSWELL,GA,30076-6343,,
153743506285,ROSWELL URGENT CARE CENTER,660 WEST CROSSVILLE ROAD,ROSWELL,GA,30075,770-992-4700,URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS)  FREESTANDING
330977237866,HIDDEN VALLEY MEDICAL CENTER INC,101 RIVERSTONE VIS,BLUE RIDGE,GA,30513-6665,706-946-4248,
775183797448,FANNIN REGIONAL HOSPITAL,2855 OLD HIGHWAY 5 NORTH,BLUE RIDGE,GA,30513,7066323711,Acute Care Hospitals
944073230371,CORE PHYSICAL THERAPY  PC,101 STILLWATER CIRCLE,BONAIRE,GA,31005-3857,478-293-1680,
973170159986,HOUSTON MEDICAL CENTER,1601 WATSON BOULEVARD,WARNER ROBINS,GA,31093,4789224281,Acute Care Hospitals
846347201623,HOUSTON MEDICAL CENTER - PAVILLION MED STOP,233 NORTH HOUSTON ROAD,WARNER ROBINS,GA,31093,478-923-2843,URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS)  FREESTANDING
886516754650,GREENSBORO SPORTS  SPINE  AND,118 AS MAIN ST,GREENSBORO,GA,30642-1112,706-817-4111,
802953681670,ST MARY'S GOOD SAMARITAN HOSPITAL,5401 LAKE OCONEE PARKWAY,GREENSBORO,GA,30642,7064537331,Critical Access Hospitals
106091169123,PCP193695,784 PRINCE AVE,ATHENS,GA,30606-5902,,
570698938039,GREATER ATLANTA FAMILY HEALTHCARE LLC,3700 MARKET ST C,CLARKSTON,GA,30021-2652,404-298-9333,
611319656236,DEKALB MEDICAL CENTER,2701 N DECATUR ROAD,DECATUR,GA,30033,4045011000,Acute Care Hospitals
783997211982,WELLSTAR WEST GEORGIA MEDICAL CENTER,1514 VERNON ROAD,LAGRANGE,GA,30240,7068821411,Acute Care Hospitals
747565580653,SOUTHERN REHAB AND SPORTS MEDICINE  INC.,1610 E 10TH ST,WEST POINT,GA,31833-3416,706-845-9383,
207918544167,PCP142787,6360 MABLETON PKWY SW,MABLETON,GA,30126-5210,,
482051439131,TX TEAM REHAB INC,25 GLENLAKE PKWY,SANDY SPRINGS,GA,30328-3403,770-695-0230,
570916165452,WELLSTAR URGENT CARE - DELK ROAD,2890 DELK ROAD SOUTHEAST,MARIETTA,GA,30067,770-955-8620,URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS)  FREESTANDING
176056772221,LEGACY HEALTHCARE SERVICES   INC.,255 VAUGHN DR,ALPHARETTA,GA,30009-2415,770-521-9707,
849873559076,NORTHSIDE URGENT CARE AND FAMILY MEDICINE - JOHNS CREEK,11108 STATE BRIDGE ROAD,ALPHARETTA,GA,30022,770-754-0788,URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS)  FREESTANDING
305570792382,LAGRANGE INTERNAL MEDICINE  PC,1602 VERNON RD,LAGRANGE,GA,30240-4129,706-882-9341,
511477549110,METRO MEDICAL ASSOCIATES,11379 SOUTHBRIDGE PKWY,ALPHARETTA,GA,30022-4469,770-770-0750,
588274953805,ATHENS ORTHOPEDIC CLINIC  PA,1000 COWLES CLINIC WAY,GREENSBORO,GA,30642-5285,706-549-1663,
547983903454,Fort McPherson VA Campus,1701 Hardee Ave.  SW,Atlanta,GA,30310,404-321-6111 X 2222,VA Facility
921549658935,PCP111340,102 GUNN RD,CENTERVILLE,GA,31028-1706,,
799534601248,CENTRAL GEORGIA KIDNEY SPECIALISTS  PC,135 AVERA DR,FORT VALLEY,GA,31030-5007,478-745-4322,
836720402445,PRONET IMAGING MEDICAL GROUP INC,1051 THORTON CREEK,GREENSBORO,GA,30642-6458,310-445-5666,
453524834978,PCP210966,5077 DALLAS HWY 315,POWDER SPRINGS,GA,30127-4510,,
109807660479,ATLANTA SOUTH NEPHROLOGY PC,1275 CLEVELAND AVE,EAST POINT,GA,30344-3433,404-761-0819,
932076688619,ENT OF ATHENS  LLC,150 NACOOCHEE AVE,ATHENS,GA,30601-1823,706-546-7908,
638556239707,AMERICAN CURRENT CARE PA,4223 HWY 42,CONLEY,GA,30288-2141,404-366-2900,
831415245556,PCP31912,4771 FLOYD SWRD,MABLETON,GA,30126-1321,770-739-7733,
735929884973,CONCENTRA URGENT CARE MEDICAL CENTER - FULTON,5670 FULTON INDUSTRIAL BOULEVARD SOUTHWEST,ATLANTA,GA,30336,404-344-3930,URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS)  FREESTANDING
849981498340,HEALING HANDS PHYSICAL THERAPY CENTERS  INC.,1930 HIGHLAND AVE,AUGUSTA,GA,30904-7803,706-481-9105,
310750904265,AUGUSTA VETERANS AFFAIRS MEDICAL CENTER,950 15TH STREET,AUGUSTA,GA,30901,706-733-0188,URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS)  FREESTANDING
827678569721,WELLSTAR MEDICAL GROUP  LLC,4441 ATLANTA RD SE,SMYRMA,GA,30080-6537,,
493947458294,VININGS FAMILY HEALTH CARE CENTER AND INTERNAL MEDICINE,4199 PACES FERRY ROAD NORTHWEST,ATLANTA,GA,30339,770-436-2444,URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS)  FREESTANDING
312319729310,PCP134588,1375 E LING AVE,KINGSLAND,GA,31548,,
282379669159,BACON COUNTY HOSPITAL,302 SOUTH WAYNE STREET,ALMA,GA,31510,9126328961,Critical Access Hospitals
509636937986,CAMDEN URGENT CARE WELLNESS CENTER,1375 EAST KING AVENUE,KINGSLAND,GA,31548,912-576-9332,URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS)  FREESTANDING
311056349743,PCP113831,1605 MULKEY RD,AUSTELL,GA,30106-1127,,
557556153464,WELLSTAR KENNESTONE HOSPITAL,677 CHURCH STREET,MARIETTA,GA,30060,7707935000,Acute Care Hospitals
962051747852,PCP126719,3400 BLUE SPRINGS NWRD,KENNESAW,GA,30144-1079,,
101420644897,KENNESAW URGENT CARE LIMITED LIABILITY COMPANY,3900 LEGACY PARK BOULEVARD NORTHWEST,KENNESAW,GA,30144,678-797-6277,URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS)  FREESTANDING
722250515417,AMERICAN PROFESSIONAL ASSOCIATES LLC,1000 COWLES CLINC WAY,GREENSBORO,GA,30642-4514,706-454-1624,
407742846142,PCP89063,1260 HWY 54 W,FAYETTEVILLE,GA,30214,,
219429425274,SOUTH GEORGIA RADIOLOGY ASSOCIATES LLC,550 MASTERS CIR,DUBLIN,GA,31021-3279,888-545-5551,
491342712605,FAIRVIEW PARK HOSPITAL,200 INDUSTRIAL BOULEVARD,DUBLIN,GA,31021,4782743100,Acute Care Hospitals
993710127800,PIEDMONT PROFESSIONAL SERVICES  LLC,2154 JOHNSON FERRY RD NE,BROOKHAVEN,GA,30319-2558,678-732-1509,
145115886521,PERIMETER CLINIC - BUCKHEAD,3867 ROSWELL ROAD NORTHEAST,ATLANTA,GA,30342,678-904-5611,URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS)  FREESTANDING
393527960951,PCP203761,140 BATTLEWOOD DR,FORT OGLETHORPE,GA,30742-4006,706-861-7070,
890695931466,PCP87118,318 S WELBORN ST,HINESVILLE,GA,31313-3127,,
790292808662,LIBERTY REGIONAL MEDICAL CENTER,462 E G MILES PARKWAY,HINESVILLE,GA,31310,9123699438,Critical Access Hospitals
205124628478,SCREVEN COUNTY FAMILY HEALTH CENTER LLC,105 ROCKY FORD RD,SYLVANIA,GA,30467-2027,912-564-7133,
394667326796,OPTIM MEDICAL CENTER - SCREVEN,215 MIMS ROAD,SYLVANIA,GA,30467,9125647426,Critical Access Hospitals
447882166127,COASTAL ALLERGY AND ASTHMA PC,1601 FAIR RD,STATEBORO,GA,31406,912-354-6190,
165456623987,PCP103337,750 N COBB ST,MILLEDEGEVILLE,GA,31061-2390,,
286355258201,OCONEE REGIONAL MEDICAL CENTER,821 N COBB STREET  POST OFFICE BOX 690,MILLEDGEVILLE,GA,31061,4784543550,Acute Care Hospitals
478678665149,TENDER CARE COMMUNITY HEALTH CENTER,803 SOUTH MAIN STREET,GREENSBORO,GA,30642,706-453-1201,URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS)  FREESTANDING
121848419749,HOSPITAL AUTHORITY OF RANDOLPH COUNTY,361 RANDOLPH ST,CUTHBERT,GA,39840-6127,229-732-2181,
779751977265,SOUTHWEST GEORGIA REGIONAL MEDICAL CENTER,361 RANDOLPH STREET,CUTHBERT,GA,39840,2297322181,Critical Access Hospitals
787582362770,EDISON MEDICAL CENTER - URGENT CARE,19519 WEST HARTFORD STREET,EDISON,GA,39846,229-835-2238,URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS)  FREESTANDING
871659673340,SJC MEDICAL GROUP  INC,119 CANAL ST,POOLER,GA,31322-6003,912-348-3003,
780250585787,PCP194336,5843 DEOSTA DR,LAKE PARK,GA,31636-3405,,
492972812070,SOUTH GEORGIA MEDICAL CENTER,2501 NORTH PATTERSON STREET  PO BOX 1727,VALDOSTA,GA,31603,2293331020,Acute Care Hospitals
169292862431,VALDOSTA FAMILY MEDICINE,2412 NORTH OAK STREET,VALDOSTA,GA,31602,229-244-1400,URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS)  FREESTANDING
675067449708,PATHWAYS CENTER FOR BEHAVIORAL AND DEVELOPMENTAL GROWTH,244 ODELL RD,GRIFFIN,GA,30224-4878,770-229-3407,
653370777501,WELLSTAR SPALDING REGIONAL HOSPITAL,601 SOUTH 8TH STREET,GRIFFIN,GA,30223,7702282721,Acute Care Hospitals
248282441091,FAMILY MEDICAL CENTER,1657 NORTH EXPRESSWAY,GRIFFIN,GA,30223,770-228-2641,URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS)  FREESTANDING
930332730089,PCP95915,3826 N DRUID HILLS RD,DECATUR,GA,30033-3015,,
799998686006,FAMILY CARE DECATUR,1045 SYCAMORE DRIVE,DECATUR,GA,30030,404-501-4270,URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS)  FREESTANDING
687077477958,HIDDEN VALLEY MEDICAL CENTER INC,2855 OLD HWY 5 N,BLUE RIDGE,GA,30513-6248,706-946-4210,
731018481486,Blairsville VA CBOC,1294 Highway 515 East  Suite 100,Blairsville,GA,30512,404-329-2222,VA Facility
904390323125,JOHNS CREEK DERMATOLOGY AND FAMILY MEDICINE  P.C.,6300 HOSPITAL PKWY,JOHNS CREEK,GA,30097-1828,770-771-6591,
426552695636,Savannah Vet Center,321 Commercial Dr,Savannah,GA,31406,912-961-5800 Or 912-961-5800,VA Facility
805331690163,FRESENIUS VASCULAR CARE AUGUSTA  LLC,3624 J DEWEY GRAY CIR,AUGUSTA,GA,30909-6585,706-754-9932,
366576753816,AMERICAN CURRENT CARE PA,6334 ROSWELL RD NE,SANDY SPRINGS,GA,30328-3210,678-812-2277,
902359483861,EAST GEORGIA REGIONAL MEDICAL CENTER,1499 FAIR ROAD,STATESBORO,GA,30458,9124861500,Acute Care Hospitals
492018414198,PCP354551,1497 FAIR RD,STATESBORO,GA,30458-0822,,
877602264880,PCP166675,950 SANDERS RD,CUMMING,GA,30041-5960,,
857206686820,TENDERCARE CLINIC INC.,1041 PARK DR,GREENSBORO,GA,30642-3465,706-453-4945,
138081320105,ROCKDALE MEDICAL CENTER,1412 MILSTEAD AVENUE  NE,CONYERS,GA,30012,7709183000,Acute Care Hospitals
490308110487,SOUTHERN GASTROENTEROLOGY SPECIALISTS  P.C,4865 BILL GARDNER PKWY,LOCUST GROVE,GA,30248-3644,770-692-0100,
775778798491,CONCENTRA URGENT CARE - SAVANNAH,109 MINUS AVENUE,GARDEN CITY,GA,31408,912-966-5445,URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS)  FREESTANDING
779760999260,CLINICAL COLLEAGUES INC,821 N COBB ST,MILLEGEVILLE,GA,31061-0000,478-454-3505,
762429536672,Milledgeville Community Based Outpatient Clinic,2249 Vinson Hwy SE,Milledgeville,GA,31061,478-414-4540,VA Facility
321713781910,MEMORIAL HEALTH URGENTONE - SAVANNAH MALL,14089 ABERCORN STREET,SAVANNAH,GA,31419,912-350-2138,URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS)  FREESTANDING
187282841291,PCP136332,5987 MABLETON SWPKWY,MABLETON,GA,30126-3464,770-941-4012,
742670624131,URGENT CARE OF SAVANNAH,340 EISENHOWER DRIVE,SAVANNAH,GA,31406,912-352-4311,URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS)  FREESTANDING
840979933060,AMERICAN CURRENT CARE PA,3580 ATLANTA AVE,HAPEVILLE,GA,30354-1706,404-768-3351,
224244358148,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,4046055000,Acute Care Hospitals
114812169231,GOOD SAMARITAN HOSPITAL  INC.,5401 LAKE OCONEE PKWY,GREENSBORO,GA,30642-4232,706-453-7331,
825269842927,PCP148308,757 CONCORD SERD,SMYRNA,GA,30082-2625,,
348044906340,WASHINGTON COUNTY REGIONAL MEDICAL CENTER,610 SPARTA ROAD,SANDERSVILLE,GA,31082,4782402100,Acute Care Hospitals
109257248332,PCP253982,205 MEDICAL ARTS DR,SANDERSVILLE,GA,31082-1987,,
809340818296,WASHINGTON COUNTY FAMILY PRACTICE,632 FERNCREST DRIVE,SANDERSVILLE,GA,31082,478-552-9000,URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS)  FREESTANDING
342473355262,PCP26660,7363 HALL RD,COOLIDGE,GA,31738-2407,229-228-5192,
874759295132,JOHN D ARCHBOLD MEMORIAL HOSPITAL,915 GORDON AVENUE & MIMOSA DRIVE,THOMASVILLE,GA,31792,2292282880,Acute Care Hospitals
669071515622,PCP89135,2078 TERON TRACE,DACULA,GA,30019,,
782929791134,NORTHEAST GEORGIA MEDICAL CENTER BARROW,316 NORTH BROAD STREET,WINDER,GA,30680,7708488611,Acute Care Hospitals
296831835751,LIFEPOINTE URGENT CARE - GRAY,260 WEST CLINTON STREET,GRAY,GA,31032,478-986-5500,URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS)  FREESTANDING
874035869222,PCP97068,650 ALSTON ST,RICHLAND,GA,31825-6043,229-887-3351,
239969788204,MIDTOWN ACUTE CARE,3465 MACON ROAD,COLUMBUS,GA,31907,706-243-3051,URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS)  FREESTANDING
393615335664,PCP97805,1900 10TH AVE,COLUMBUS,GA,31901-3610,,
310139850202,PRIVIA MEDICAL GROUP OF GEORGIA LLC,1010 E FWY DR SE,CONYERS,GA,30094-5965,770-922-8222,
