Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
8b2f7617-d618-3b88-b48f-d8ef71649327,CANDLER HOSPITAL,5353 REYNOLDS STREET,SAVANNAH,GA,31412,31.916773,-81.119488,9128196000,0.0,582
603f88d8-4c4f-310e-9e87-10ca456ee786,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,2415 PARKWOOD DRIVE,BRUNSWICK,GA,31520,31.13617,-81.466915,9124667000,0.0,390
96b94ec0-5efa-3947-a0f1-e75dc48d4a25,ELBERT MEMORIAL HOSPITAL,4 MEDICAL DRIVE,ELBERTON,GA,30635,34.106786,-82.87263399999998,7062132535,0.0,44
ac779617-f1ce-3e70-a1fe-bb2ecf521242,ST MARY'S SACRED HEART HOSPITAL  INC,367 CLEAR CREEK PARKWAY,LAVONIA,GA,30553,34.453396000000005,-83.133218,7063567800,0.0,9
9e9add85-abda-3b47-be83-2c8662d18054,UNIVERSITY HOSPITAL,1350 WALTON WAY,AUGUSTA,GA,30901,33.365531,-82.073422,7067229011,0.0,40
5e2da040-7980-30bb-9fa7-8bb99d47d11f,NORTHEAST GEORGIA MEDICAL CENTER  INC,743 SPRING STREET,GAINESVILLE,GA,30501,34.289658,-83.829893,7705353553,0.0,654
b32d9f95-8a9a-33ea-b782-257d68fc664e,CARTERSVILLE MEDICAL CENTER,960 JOE FRANK HARRIS PARKWAY,CARTERSVILLE,GA,30120,34.162947,-84.800415,7703878182,0.0,557
f0bbfbe3-b966-3667-ad35-b20a611d58a4,WELLSTAR SPALDING REGIONAL HOSPITAL,601 SOUTH 8TH STREET,GRIFFIN,GA,30223,33.241252,-84.276676,7702282721,0.0,745
90e5791e-e674-384b-ae94-54543b19fc43,AU MEDICAL CENTER,1120 15TH STREET,AUGUSTA,GA,30912,33.444691,-82.021331,7067216569,0.0,2078
312685ee-eb88-3a82-8f0b-82da9039fbdd,WELLSTAR KENNESTONE HOSPITAL,677 CHURCH STREET,MARIETTA,GA,30060,33.953561,-84.542463,7707935000,0.0,627
f41dbc39-d83e-38db-a709-afa143a0c264,MEMORIAL HEALTH UNIV MED CEN  INC,4700 WATERS AVENUE,SAVANNAH,GA,31403,32.002512,-81.15355699999998,9123503691,0.0,1364
03024c25-03db-3a9a-bff1-b57677c8657c,JOHN D ARCHBOLD MEMORIAL HOSPITAL,915 GORDON AVENUE & MIMOSA DRIVE,THOMASVILLE,GA,31792,30.788043,-83.96762,2292282880,0.0,78
14292ffa-0f37-3ae5-a15e-9000792991fb,NORTHRIDGE MEDICAL CENTER,70 MEDICAL CENTER DRIVE,COMMERCE,GA,30529,34.214494,-83.475597,7063351100,0.0,72
229d9cd2-11c6-3172-8a5d-cae3a62c9829,HABERSHAM COUNTY MEDICAL CTR,541 HISTORIC HIGHWAY 441-NORTH,DEMOREST,GA,30535,34.563531,-83.542311,7067542161,0.0,105
9c31c96b-3b55-3c7f-a02f-13cfa5991e6c,WELLSTAR PAULDING HOSPITAL,2518 JIMMY LEE SMITH PARKWAY,HIRAM,GA,30141,33.893091,-84.7568,4706447000,0.0,58
4736459a-8d01-38d0-9bed-1b98c7230651,ST JOSEPH'S HOSPITAL - SAVANNAH,11705 MERCY BOULEVARD,SAVANNAH,GA,31419,32.002512,-81.15355699999998,9128194100,0.0,915
8f0dfc1c-d067-3dc1-952a-d560420469c1,PHOEBE SUMTER MEDICAL CENTER,126 HIGHWAY 280 W,AMERICUS,GA,31719,32.074104,-84.223597,2299311280,0.0,2815
6ba0d044-ee66-3adb-acbf-76944c6f3ae6,NORTHEAST GEORGIA MEDICAL CENTER BARROW,316 NORTH BROAD STREET,WINDER,GA,30680,33.993074,-83.72112299999998,7708488611,0.0,427
65a73b96-4cda-3f94-b90a-c13f1b9470dc,CLEARVIEW  REGIONAL MEDICAL CENTER,2151 WEST SPRING STREET,MONROE,GA,30655,33.797477,-83.71874100000002,7702678461,0.0,22
0c496aa3-4a51-3a21-83bd-285743cef53c,UNION GENERAL HOSPITAL,35 HOSPITAL ROAD,BLAIRSVILLE,GA,30512,34.826838,-83.956399,7067452111,0.0,3
8f430623-3495-395c-9b83-8f24c4d8dc1d,FLOYD MEDICAL CENTER,304 TURNER MCCALL BLVD P O BOX 233,ROME,GA,30162,34.26774,-85.187533,7065096900,0.0,236
aae0372a-c2e0-381e-97e0-a4bd7fd02a6b,MIDTOWN MEDICAL CENTER,710 CENTER ST BOX 951,COLUMBUS,GA,31901,32.510197,-84.874946,7065711000,0.0,521
7d1d0e8e-06d9-3ac2-a1a8-4582066ca47d,HOUSTON MEDICAL CENTER,1601 WATSON BOULEVARD,WARNER ROBINS,GA,31093,32.597096,-83.653936,4789224281,0.0,446
864cfb63-1654-33e5-b392-f1cf88c71b8b,APPLING HOSPITAL,163 E TOLLISON STREET,BAXLEY,GA,31513,31.801723,-82.32870799999998,9123679841,0.0,147
626aea9c-a1c4-3615-84ba-d2cb283d4ed8,DORMINY MEDICAL CENTER,200 PERRY HOUSE ROAD  BOX 1447,FITZGERALD,GA,31750,31.714253000000006,-83.25223199999998,2294247100,0.0,135
81b24bbe-ee72-35fe-8b37-06bc3c3de634,PIEDMONT ATHENS REGIONAL MEDICAL CENTER,1199 PRINCE AVENUE,ATHENS,GA,30606,33.949597,-83.370088,7064757000,0.0,354
eada180d-a582-36e3-b382-2b593806890f,EAST GEORGIA REGIONAL MEDICAL CENTER,1499 FAIR ROAD,STATESBORO,GA,30458,32.441243,-81.77451500000002,9124861500,0.0,180
805cc2ec-e379-3802-b570-c763cba766ca,DEKALB MEDICAL CENTER,2701 N DECATUR ROAD,DECATUR,GA,30033,33.771455,-84.297857,4045011000,0.0,1733
10420d87-d55e-3864-bc6c-2808fd9a8ceb,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE STREET   NE,ATLANTA,GA,30308,33.762909,-84.422675,4046864411,0.0,237
7793c191-22ba-3658-a737-e04f8d74a1a6,GRADY MEMORIAL HOSPITAL,80 JESSE HILL  JR DRIVE SE,ATLANTA,GA,30303,33.762909,-84.422675,4046164252,0.0,257
9436b61d-2089-3b77-ac96-2fba8199434f,SAINT JOSEPH'S HOSPITAL OF ATLANTA  INC,5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,33.862891,-84.333187,6788435720,0.0,7457
35df134b-f1b9-30c1-89ac-0def7bf95ad7,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,33.762909,-84.422675,4046055000,0.0,475
0514ed68-36d5-329f-867c-7c1977d7d32b,WASHINGTON COUNTY REGIONAL MEDICAL CENTER,610 SPARTA ROAD,SANDERSVILLE,GA,31082,33.004085,-82.807838,4782402100,0.0,460
e7ed66d6-350b-34b0-acf1-d49e32b030ff,GWINNETT MEDICAL CENTER,1000 MEDICAL CENTER BOULEVARD,LAWRENCEVILLE,GA,30045,33.952879,-83.992234,6783121000,0.0,788
e222f8a7-1b0f-3e7e-9b6c-fd531c41db8d,COFFEE REGIONAL MEDICAL CENTER,1101 OCILLA ROAD,DOUGLAS,GA,31533,33.738328,-84.707237,9123835620,0.0,355
7f59a94f-452d-37ad-acd3-f3e56ecb9fb8,ROCKDALE MEDICAL CENTER,1412 MILSTEAD AVENUE  NE,CONYERS,GA,30012,33.656626,-83.982361,7709183000,0.0,280
69cffc04-50a4-3e59-b14a-3eee9e0997ae,TIFT REGIONAL MEDICAL CENTER,901 E 18TH STREET,TIFTON,GA,31793,31.463803,-83.516563,2293827120,0.0,15
b378d0dc-9806-3ce8-98a0-2501e73aa9f1,COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR,706 N PARRISH AVE,ADEL,GA,31620,31.131571,-83.425405,2298968077,0.0,87
f8526b2b-1311-3dc4-b835-14c9e1d5f5d1,COLQUITT REGIONAL MEDICAL CENTER,3131 THOMASVILLE HWY BOX 40,MOULTRIE,GA,31768,31.17943,-83.790786,2299853420,0.0,10
556cdb63-d956-38b5-8b23-6f51cae724e0,MEDICAL CENTER  NAVICENT HEALTH (THE),777 HEMLOCK STREET,MACON,GA,31201,32.830953,-83.64891800000002,4786331000,0.0,255
88390773-ec16-315a-8906-6b72651cac01,EMANUEL MEDICAL CENTER,117 KITE ROAD,SWAINSBORO,GA,30401,32.583105,-82.348834,4782891304,0.0,355
e9504ed0-8607-3e5d-a7b6-7952c03c86fe,UNIVERSITY HOSPITAL MCDUFFIE,2460 WASHINGTON ROAD,THOMSON,GA,30824,33.512953,-82.51485500000003,7065951411,0.0,19
40750c2d-a68f-30e2-9cd6-ccb9908c10cd,BURKE MEDICAL CENTER,351 SOUTH LIBERTY STREET,WAYNESBORO,GA,30830,33.091279,-82.01429,7065544435,0.0,17
2d493e40-879c-34bd-847d-9d6c02c44cb3,WELLSTAR ATLANTA MEDICAL CENTER,303 PARKWAY DRIVE  NE,ATLANTA,GA,30312,33.762909,-84.422675,4042654000,0.0,143
eb0fb9b6-0ac8-3512-b78b-01aebac2f5c3,SOUTH GEORGIA MEDICAL CENTER,2501 NORTH PATTERSON STREET  PO BOX 1727,VALDOSTA,GA,31603,30.850126,-83.27883299999998,2293331020,0.0,541
520be474-ba6f-3a3a-9e31-bf63bdd4e001,WAYNE MEMORIAL HOSPITAL,865 SOUTH FIRST STREET,JESUP,GA,31545,31.60002,-81.88878299999998,9125303302,0.0,1365
c9fa5890-5506-3d7e-9e58-6b3b7524bdbd,FAIRVIEW PARK HOSPITAL,200 INDUSTRIAL BOULEVARD,DUBLIN,GA,31021,32.578177000000004,-82.978492,4782743100,0.0,54
a691e3d9-99e0-317a-a01b-de537bf0a729,MEADOWS REGIONAL MEDICAL CENTER,ONE MEADOWS PARKWAY,VIDALIA,GA,30474,32.213901,-82.40302,9125355828,0.0,266
0baa8088-9e67-3bcc-bcd2-6f587ed5cf81,ST FRANCIS HOSPITAL,2122 MANCHESTER EXPRESSWAY,COLUMBUS,GA,31995,32.458044,-84.963563,7065964020,0.0,997
1c8273be-a210-3255-8b26-e499ae3defaf,IRWIN COUNTY HOSPITAL,710 N IRWIN AVENUE,OCILLA,GA,31774,31.598633000000003,-83.249809,2294683845,0.0,19
ebd257f3-30cf-3c2a-9c62-72f59f196545,MEMORIAL HOSPITAL AND MANOR,1500 E SHOTWELL STREET,BAINBRIDGE,GA,39819,30.904933000000003,-84.573047,2292463500,0.0,156
3304bcdb-abb0-3cd4-82d3-2d530c14cae7,TAYLOR REGIONAL HOSPITAL,222 PERRY HWY,HAWKINSVILLE,GA,31036,32.299649,-83.478964,4787830200,0.0,21
c9c33019-4f52-3540-b69e-038284d68b23,EVANS MEMORIAL HOSPITAL,200 N RIVER STREET,CLAXTON,GA,30417,32.162106,-81.909666,9127395105,0.0,179
52bece50-60d5-3096-9bdf-b75508a5bf06,WELLSTAR COBB HOSPITAL,3950 AUSTELL RD,AUSTELL,GA,30106,33.820281,-84.644267,7707324000,0.0,859
9f4825f1-9808-31d8-af7f-380f87e441cd,OCONEE REGIONAL MEDICAL CENTER,821 N COBB STREET  POST OFFICE BOX 690,MILLEDGEVILLE,GA,31061,33.115387,-83.308885,4784543550,0.0,688
e493969a-b058-3623-91af-f3f1e7ed2509,NORTHSIDE HOSPITAL,1000 JOHNSON FERRY ROAD  NE,ATLANTA,GA,30342,33.762909,-84.422675,4048518000,0.0,244
6be03dc5-93f8-3b83-a816-72d9a67d38dc,COLISEUM MEDICAL CENTERS,350 HOSPITAL DRIVE,MACON,GA,31217,32.830953,-83.64891800000002,4787657000,0.0,539
63470007-6f88-342b-b314-28a0b1e4b3e2,SOUTHERN REGIONAL MEDICAL CENTER,11 UPPER RIVERDALE ROAD  SW,RIVERDALE,GA,30274,33.552242,-84.412973,7709918160,0.0,752
9a80f5fc-f810-3972-8362-f2db52259f45,REDMOND REGIONAL MEDICAL CENTER,501 REDMOND ROAD,ROME,GA,30165,34.26774,-85.187533,7068023012,0.0,341
b75400a3-608a-3b6a-a956-985bf086031b,DOCTORS HOSPITAL,3651 WHEELER ROAD,AUGUSTA,GA,30909,33.365531,-82.073422,7066516008,0.0,45
9dbe393b-2308-321e-ac5a-fcb704b3dd71,WELLSTAR DOUGLAS HOSPITAL,8954 HOSPITAL DRIVE,DOUGLASVILLE,GA,30134,33.738328,-84.707237,7709491500,0.0,241
78120dfa-9ff5-3f84-8195-bb5855b045cf,CHESTATEE REGIONAL HOSPITAL,227 MOUNTAIN DRIVE,DAHLONEGA,GA,30533,34.550867,-84.076961,7068646136,0.0,1251
f9911f3f-33da-33e4-b70d-70a60a355c9d,FANNIN REGIONAL HOSPITAL,2855 OLD HIGHWAY 5 NORTH,BLUE RIDGE,GA,30513,34.865798,-84.323386,7066323711,0.0,61
a755cade-1deb-3320-9cdc-173b2bb14db8,PIEDMONT HENRY HOSPITAL,1133 EAGLE'S LANDING PARKWAY,STOCKBRIDGE,GA,30281,33.571786,-84.225981,6786041000,0.0,379
c67ffc1d-7e89-357b-b119-036b35b71dda,EASTSIDE MEDICAL CENTER,1700 MEDICAL WAY,SNELLVILLE,GA,30078,33.857634000000004,-84.004816,7707362498,0.0,402
5c6aeb39-b856-3c66-8820-fea3f8af1a30,WELLSTAR NORTH FULTON HOSPITAL,3000 HOSPITAL BOULEVARD,ROSWELL,GA,30076,34.039453,-84.350946,7707512500,0.0,4090
e616734a-71a3-3431-af77-a02d8c7582ac,NORTHSIDE MEDICAL CENTER,100 FRIST COURT,COLUMBUS,GA,31909,32.510197,-84.874946,7064942100,0.0,426
ee157845-995c-30d0-a950-cc4e83b62e59,COLISEUM NORTHSIDE HOSPITAL,400 CHARTER BOULEVARD,MACON,GA,31210,32.830953,-83.64891800000002,4787578200,0.0,726
1938b62c-398f-342c-9b56-0588112bb683,TURNING POINT HOSPITAL,3015 VETERANS PARKWAY,MOULTRIE,GA,31788,31.17943,-83.790786,2299854815,0.0,77
95227244-1e5e-365b-80a3-b46fa62f2e0e,PIEDMONT FAYETTE HOSPITAL,1255 HIGHWAY 54 WEST,FAYETTEVILLE,GA,30214,33.449599,-84.457806,7707197071,0.0,1333
c7e612b5-b75b-3050-a736-e2b4f8e81b92,DEKALB MEDICAL CENTER AT HILLANDALE,2801 DEKALB MEDICAL PARKWAY,LITHONIA,GA,30058,33.712938,-84.105877,4045018040,0.0,468
e68af5a4-1c94-3502-9475-682d1c1de252,PIEDMONT NEWNAN HOSPITAL  INC,745 POPLAR ROAD,NEWNAN,GA,30265,33.379147,-84.771315,7704002300,0.0,558
973756c7-0cf5-34c4-9a58-34b8be78d45d,EMORY JOHNS CREEK HOSPITAL,6325 HOSPITAL PARKWAY,JOHNS CREEK,GA,30097,34.032739,-84.203848,6784747000,0.0,1642
d418d2f2-df54-33c0-b0a8-caad2069b72d,SOUTHEASTERN REGIONAL MEDICAL CENTER,600 CELEBRATE LIFE PARKWAY,NEWNAN,GA,30265,33.379147,-84.771315,4048448334,0.0,755
c4b7d98e-713e-3318-aaa6-1c12067c4631,CORNERSTONE MEDICAL CENTER,100 GROSS CRESCENT CIRCLE,FORT OGLETHORP,GA,30742,34.931837,-85.246031,7068582000,0.0,206
0ab3ce89-fc14-3e54-bd30-93643fc56f7f,SOUTHWEST GEORGIA REGIONAL MEDICAL CENTER,361 RANDOLPH STREET,CUTHBERT,GA,39840,31.770686,-84.793575,2297322181,0.0,200
8a5f3c1f-9280-36e8-9453-60e8e5b61b41,JASPER MEMORIAL HOSPITAL,898 COLLEGE STREET,MONTICELLO,GA,31064,33.32311,-83.715662,7064686411,0.0,477
1c141e4e-295d-31e7-a008-ef66a9ccafd6,MORGAN MEMORIAL HOSPITAL,1077 SOUTH MAIN STREET,MADISON,GA,30650,33.597977,-83.474214,7063421667,0.0,11
5d3ed522-e77d-36dd-9978-ab45f6c958e8,EFFINGHAM HEALTH SYSTEM,459 GA HIGHWAY 119 SOUTH,SPRINGFIELD,GA,31329,32.364138,-81.307867,9127540160,0.0,166
7bfa3f8f-ba7f-3206-a956-1c7d4f5c369b,CLINCH MEMORIAL HOSPITAL,1050 VALDOSTA HIGHWAY,HOMERVILLE,GA,31634,31.038228000000004,-82.742089,9124875211,0.0,43
e27d883a-97c8-3f33-8483-2d6de6fc6b29,MEDICAL CENTER OF PEACH COUNTY  NAVICENT HEALTH,1960 HIGHWAY 247 CONNECTOR,BYRON,GA,31008,32.648102,-83.748494,4786542000,0.0,505
be8c9603-3bed-3976-ae2f-21382030c2c2,OPTIM MEDICAL CENTER - SCREVEN,215 MIMS ROAD,SYLVANIA,GA,30467,32.744261,-81.599103,9125647426,0.0,46
14f88dbe-cd2a-3042-a8f6-29fe3c016f32,WARM SPRINGS MEDICAL CENTER,5995 SPRING STREET,WARM SPRINGS,GA,31830,32.91299,-84.750541,7066559351,0.0,300
048f03d0-79bd-3c4f-aa22-153004ddeefb,MONROE COUNTY HOSPITAL,88 MARTIN LUTHER KING JR DRIVE,FORSYTH,GA,31029,33.034543,-83.938062,4789942521,0.0,152
a8d7daba-3423-38dd-bfba-9579d933b488,HIGGINS GENERAL HOSPITAL,200 ALLEN MEMORIAL DRIVE,BREMEN,GA,30110,33.710775,-85.151884,7708242210,0.0,134
b3bdd519-06cd-3926-94dc-d52520daf720,BACON COUNTY HOSPITAL,302 SOUTH WAYNE STREET,ALMA,GA,31510,31.22967,-81.66405999999998,9126328961,0.0,174
b5a6548b-14ee-3233-891a-ca72223f259c,PHOEBE WORTH MEDICAL CENTER,807 SOUTH ISABELLA STREET,SYLVESTER,GA,31791,31.529137,-83.89497800000002,2297773851,0.0,223
176e71fe-a5ee-3d4c-9356-40a0507f273f,ST MARY'S GOOD SAMARITAN HOSPITAL,5401 LAKE OCONEE PARKWAY,GREENSBORO,GA,30642,33.570499,-83.186035,7064537331,0.0,750
d7e5d977-fd80-337d-b6ff-6592c965856a,POLK MEDICAL CENTER,2360 ROCKMART HIGHWAY,CEDARTOWN,GA,30125,33.991931,-85.275133,7707482500,0.0,76
c6b333b2-9c65-3372-aa16-3227486f02e4,MITCHELL COUNTY HOSPITAL,90 STEPHENS STREET,CAMILLA,GA,31730,31.251159,-84.224328,2293365284,0.0,21
6a3f30eb-d504-3dfe-be10-04b846c99c34,JEFF DAVIS HOSPITAL,163 SOUTH TALLAHASSEE STREET  P O BOX 1690,HAZLEHURST,GA,31539,31.850529,-82.569563,9123757781,0.0,45
cab948c4-fcb3-3fe9-8f70-ae8c56a6dff3,CANDLER COUNTY HOSPITAL,400 CEDAR STREET,METTER,GA,30439,32.396607,-82.062596,9126855741,0.0,1
b93fdbb4-fa2a-3a97-b931-6a70c60caddb,LIBERTY REGIONAL MEDICAL CENTER,462 E G MILES PARKWAY,HINESVILLE,GA,31310,31.826979,-81.621675,9123699438,0.0,266
b7e7d3f3-b9fe-3d54-bcb3-5c295b35cf3b,CHILDREN'S HEALTHCARE OF ATLANTA AT EGLESTON,1405 CLIFTON ROAD  NE,ATLANTA,GA,30322,33.762909,-84.422675,4047856101,0.0,163
1bc9e9cf-2ee3-32aa-9e99-7825a5ef5a26,CHILDREN'S HEALTHCARE OF ATLANTA AT SCOTTISH RITE,1001 JOHNSON FERRY ROAD,ATLANTA,GA,30342,33.762909,-84.422675,4047855252,0.0,204
372c5f35-e64f-3284-864c-f721a27622c0,VISN 7: VA Southeast Network,3700 Crestwood Parkway  NW  Suite 500,Duluth,GA,30096,33.94617,-84.13016,678-924-5700,0.0,21
505d75d3-6dc8-351c-8b6a-295cbbf17ff7,Atlanta VA Health Care System,1670 Clairmont Road,Decatur,GA,30033,33.8016,-84.30972,404-321-6111,0.0,35
88e2e293-acf7-352f-98b4-045e3d062c93,Carl Vinson VA Medical Center,1826 Veterans Blvd.,Dublin,GA,31021,32.54052,-82.94631,478-272-1210,0.0,212
3785f542-64c4-3ac6-a284-8b47e04101b7,Athens Clinic,9249 Highway 29 North,Athens,GA,30601,33.9609,-83.3779,706-227-4534,0.0,7
ce033d4f-ab75-36e8-a82f-8a6b41fdd619,Hinesville Clinic,500 East Oglethorpe Highway,Hinesville,GA,31313,31.838243,-81.595215,912-408-2900,0.0,604
cf432fbd-c9f0-388a-baf2-a8f97152f79c,Rome VA Clinic,30 Chateau Dr  SE,Rome,GA,30161,34.220844,-85.15464,404-329-2222,0.0,464
03a88203-f2f4-315a-96f6-af70a4add945,Albany Clinic,814 Radford Blvd.  Building 7000,Albany,GA,31701,31.55069,-84.063835,229-446-9000,0.0,506
58d7118a-1fd5-380b-a035-ae18ca2d4508,Austell VA CBOC,2041 Mesa Valley Way Suite 185,Austell,GA,30082,33.8126,-84.6344,404-329-2222,0.0,310
ceb8d3d2-b672-303b-a28b-3954b296baf6,Blairsville VA CBOC,1294 Highway 515 East  Suite 100,Blairsville,GA,30512,34.8762,-83.9582,404-329-2222,0.0,18
169b2489-4b0b-3118-884d-a9c94afe76de,Fort McPherson VA Campus,1701 Hardee Ave.  SW,Atlanta,GA,30310,33.749,-84.388,404-321-6111 X 2222,0.0,22
c78088ae-4a5f-3d3a-8c58-f9707dd4eeea,Fulton County VA Clinic,1513 Cleveland Ave.  Building 300,East Point,GA,30344,33.679413,-84.43989,,0.0,16
e8c98d08-a8d6-343f-b504-f53e7561fd7e,Henderson Mill VA Clinic,2296 Henderson Mill Road,Atlanta,GA,30345,33.852135,-84.258965,,0.0,174
b317b8c9-1fb7-3194-9c96-579ca53ecaed,Milledgeville Community Based Outpatient Clinic,2249 Vinson Hwy SE,Milledgeville,GA,31061,33.047714,-83.212585,478-414-4540,0.0,281
2890d254-9ee1-3d98-bb9e-c7d518dd17c7,Newnan VA Clinic,39-A Oak Hill Ct.,Newnan,GA,30265,33.3807,-84.7997,404-329-2222,0.0,241
3e3f6eca-fc1d-3e62-9e22-b6c6b28a40bf,Oakwood VA Clinic,4175 Tanners Creek Drive,Flowery Branch,GA,30542,34.1675,-83.912,404-329-2222,0.0,32
20911403-6fa6-3772-bfc1-43983751a18b,Perry Outreach Clinic,2370 S. Houston Lake Road,Kathleen,GA,31047,32.503242,-83.66276,478-224-1309,0.0,83
c606eaa5-6639-3bfe-a1d0-c8faae203608,Savannah Clinic,1170 Shawnee St.,Savannah,GA,31419,31.986042,-81.173485,912-920-0214,0.0,120
09f8d467-ab69-39f4-b3d9-7a896ec7f87d,Stockbridge VA Clinic,175 Medical Blvd.,Stockbridge,GA,30281,33.512432,-84.22509,404-329-2222,0.0,717
69b2952c-f4b4-3357-8e74-c3e86f681a1a,Atlanta Vet Center,1800 Phoenix Boulevard  Building 400  Suite 404 Box 55,Atlanta,GA,30349,33.614666,-84.442856,404-417-5414 Or 404-417-5414,0.0,447
60f0ca85-f0c4-31c9-bff5-68723cec9946,Macon Vet Center,750 Riverside Drive,Macon,GA,31201,32.841946,-83.62805,478-477-3813 Or 877-927-8387,0.0,335
cb9a3bbc-7209-3ea0-ad78-9b9a9f2655c3,Savannah Vet Center,321 Commercial Dr,Savannah,GA,31406,32.006786,-81.10781,912-961-5800 Or 912-961-5800,0.0,1448
89526d77-667f-33b6-b000-599af0fdf9ca,Valdosta CBOC,2841 N. Patterson Street,Valdosta,GA,31602,30.868034,-83.29001,229-293-0132 Or 877-303-8387,0.0,195
d91fc2e6-e76f-3a59-90e5-4ec0483cabf6,PCP717,501 BLACKBURN DR,MARTINEZ,GA,30907-8201,33.521018,-82.101404,706-854-8340,0.0,56
11fd2c00-8f48-39f1-b573-624b23cab5d7,PCP1117,11050 CRABAPPLE RD,ROSWELL,GA,30075-2476,34.039453,-84.350946,770-992-0300,0.0,21
376d6dd0-52f4-3679-afba-232ab2fab8fd,PCP2807,77 COLE ST NE,MARIETTA,GA,30060-2030,33.961484999999996,-84.535337,770-426-6460,0.0,19
d6c63562-14ce-3dc5-96c7-6da26f2aef6c,PCP3644,144 PIERCE AVE,MACON,GA,31204-2860,32.830953,-83.64891800000001,478-475-4608,0.0,38
a1b76546-33cb-3817-911d-45423cdaf830,PCP4954,577 WALNUT ST,MACON,GA,31201-8211,32.830953,-83.64891800000001,478-474-2344,0.0,76
b90e1776-04d2-3022-ae3f-92278bce9030,RESOLVE PSYCHOTHERAPY  LLC,3164 KENSINGTON RD,AVONDALE ESTATES,GA,30002-1456,33.768731,-84.264735,404-844-1691,0.0,255
6789edd4-50ea-3b10-b879-2bb45a583195,STEPHENS CLINIC  LLC,1109 MEDICAL CTR DR,AUGUSTA,GA,30909,33.444691,-82.021331,706-863-7021,0.0,39
e4fedb69-5fc4-3507-badc-23d096e6a8e0,THE NEUROPSYCHOLOGY CENTER  LLC,6000 SHAKERAG HL,PEACHTREE CITY,GA,30269-6523,33.391884000000005,-84.570611,770-632-1088,0.0,24
39cd1f99-30b4-3edd-a969-3f37f3414c41,LARRY HUTCHISON DC PC,1103 N MADISON AVE,DOUGALS,GA,31533-2803,31.507435,-82.854287,912-384-3002,0.0,53
bb0d25b7-8c6d-3267-9dd8-e556e2f58890,GEORGIA PAIN INSTITUTE. LLC,3356 VINEVILLE AVE,MACON,GA,31204-2328,32.830953,-83.64891800000001,478-476-9642,0.0,80
